source_row_id,panel_id,figure_id,domain,table_title,panel_label,rank,entity_name_raw,metric_name,unit,value,value_label
row_62a834c5a51ee581,fig05_t2,fig05,APP,액티브시니어+ 세대 앱 1인당 평균 실행횟수*,주요 쇼핑 앱 3개 (막대그래프),3,11번가,1인당 평균 실행횟수,회,36.1,36.1회
row_1a6018b88afc30c8,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,1,쿠팡,인덱스,인덱스(쿠팡=100),100.0,100
row_657c07c84ec6416d,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,2,네이버/네이버페이,인덱스,인덱스(쿠팡=100),49.2,49.2
row_1713e5127ade7fcd,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,3,농협하나로마트,인덱스,인덱스(쿠팡=100),34.3,34.3
row_0f6a7c72c239fa72,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,4,이마트,인덱스,인덱스(쿠팡=100),25.9,25.9
row_2fd128f1c33b5bec,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,5,롯데백화점,인덱스,인덱스(쿠팡=100),23.9,23.9
row_afb359bcecaddff7,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,6,코스트코,인덱스,인덱스(쿠팡=100),21.7,21.7
row_e6aeb0067a6728d3,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,7,GS25,인덱스,인덱스(쿠팡=100),19.3,19.3
row_1d1f94b499e22010,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,8,CU,인덱스,인덱스(쿠팡=100),19.0,19.0
row_6953c9ef7d13249e,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,9,신세계백화점,인덱스,인덱스(쿠팡=100),18.4,18.4
row_f652fc02a23d32ed,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,10,G마켓/옥션,인덱스,인덱스(쿠팡=100),16.2,16.2
row_b1404e3f98636317,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,11,현대백화점,인덱스,인덱스(쿠팡=100),15.6,15.6
row_007d83a79914bf1d,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,12,홈플러스,인덱스,인덱스(쿠팡=100),15.3,15.3
row_b31340be77ea72d0,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,13,배달의민족,인덱스,인덱스(쿠팡=100),12.4,12.4
row_5314112ac6427456,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,14,롯데마트,인덱스,인덱스(쿠팡=100),11.3,11.3
row_392f8e5104cb53f2,fig06_t1,fig06,RETAIL,순 결제추정금액 합 인덱스* TOP15,TOP15,15,대한항공,인덱스,인덱스(쿠팡=100),10.9,10.9
row_766f54b27167f822,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,1,쿠팡,총 결제횟수 평균,백만 회,60.0,60
row_5ac7638a083a727f,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,2,GS25,총 결제횟수 평균,백만 회,58.0,58
row_d98185d9566cec4a,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,3,CU,총 결제횟수 평균,백만 회,57.0,57
row_1a95886192275cf3,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,4,세븐일레븐,총 결제횟수 평균,백만 회,30.0,30
row_714cea6b160ce251,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,5,농협하나로마트,총 결제횟수 평균,백만 회,19.0,19
row_7527cc87559d54c5,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,6,다이소,총 결제횟수 평균,백만 회,19.0,19
row_fac63771b90294c9,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,7,네이버/네이버페이,총 결제횟수 평균,백만 회,16.0,16
row_b3ad6f23b2a94ce3,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,8,emart24,총 결제횟수 평균,백만 회,14.0,14
row_6f1924f27c25a3bd,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,9,카카오T,총 결제횟수 평균,백만 회,12.0,12
row_41bfa0d1d274e26c,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,10,이마트,총 결제횟수 평균,백만 회,11.0,11
row_a218368951fe0ffb,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,11,파리바게뜨/파리크라상,총 결제횟수 평균,백만 회,10.0,10
row_12e5769cce3ccd52,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,12,메가커피,총 결제횟수 평균,백만 회,10.0,10
row_5987c1eab8b31171,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,13,배달의민족,총 결제횟수 평균,백만 회,10.0,10
row_46d31c0cd5b2135a,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,14,쿠팡이츠,총 결제횟수 평균,백만 회,6.9,6.9
row_7af4b52fac6fd0af,fig06_t2,fig06,RETAIL,총 결제횟수 평균* TOP15,TOP15,15,컴포즈커피,총 결제횟수 평균,백만 회,6.8,6.8
row_58c08262ef0de193,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,1,인터넷 쇼핑,25년 12월 합산 순 결제추정금액,십억 원,3868.0,"3,868"
row_0253a19b924314f2,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,1,인터넷 쇼핑,24년 12월 합산 순 결제추정금액,십억 원,3513.0,"3,513"
row_27efbb2035b391ff,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,1,인터넷 쇼핑,성장률,%,10.1,+10.1%
row_6432e2451614746d,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,2,오프라인 마트,25년 12월 합산 순 결제추정금액,십억 원,2783.0,"2,783"
row_fb989c93fe37420a,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,2,오프라인 마트,24년 12월 합산 순 결제추정금액,십억 원,3014.0,"3,014"
row_5bf102b0e5db297f,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,2,오프라인 마트,성장률,%,,
row_1287196dee8cefe7,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,3,백화점/아울렛,25년 12월 합산 순 결제추정금액,십억 원,2091.0,"2,091"
row_778d6e57eb539307,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,3,백화점/아울렛,24년 12월 합산 순 결제추정금액,십억 원,2051.0,"2,051"
row_71309c3543f0f834,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,3,백화점/아울렛,성장률,%,,
row_099afceac6ad597a,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,4,홈쇼핑,25년 12월 합산 순 결제추정금액,십억 원,1125.0,"1,125"
row_abb453115683ea12,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,4,홈쇼핑,24년 12월 합산 순 결제추정금액,십억 원,1177.0,"1,177"
row_63f6459a9f58084c,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,4,홈쇼핑,성장률,%,,
row_eb82e1c37e0c027a,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,5,여행/교통,25년 12월 합산 순 결제추정금액,십억 원,1056.0,"1,056"
row_2402c75a22dc453f,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,5,여행/교통,24년 12월 합산 순 결제추정금액,십억 원,911.0,911
row_3c3e4fa6363c91ac,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,5,여행/교통,성장률,%,15.9,+15.9%
row_3ea1ae3027f8279d,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,6,편의점,25년 12월 합산 순 결제추정금액,십억 원,1028.0,"1,028"
row_c7b7b9ccf65e76ea,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,6,편의점,24년 12월 합산 순 결제추정금액,십억 원,984.0,984
row_f0b2af1378477738,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,6,편의점,성장률,%,,
row_ff3688e542b121b5,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,7,전자기기,25년 12월 합산 순 결제추정금액,십억 원,687.0,687
row_106a33170969f75b,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,7,전자기기,24년 12월 합산 순 결제추정금액,십억 원,675.0,675
row_a5a61466413ee8dd,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,7,전자기기,성장률,%,,
row_5cad361dde78a929,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,8,식음료,25년 12월 합산 순 결제추정금액,십억 원,484.0,484
row_e8e1c9cf5547a6d8,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,8,식음료,24년 12월 합산 순 결제추정금액,십억 원,444.0,444
row_2a8040ca7dc4b11c,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,8,식음료,성장률,%,,
row_c2a5454359c25726,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,9,식품,25년 12월 합산 순 결제추정금액,십억 원,474.0,474
row_0ad323dc4630eb07,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,9,식품,24년 12월 합산 순 결제추정금액,십억 원,448.0,448
row_d5b76101f62cc407,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,9,식품,성장률,%,,
row_e49db131698bfb3e,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,10,배달,25년 12월 합산 순 결제추정금액,십억 원,444.0,444
row_82dec21331d69785,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,10,배달,24년 12월 합산 순 결제추정금액,십억 원,372.0,372
row_c4aeef8d6d53a22f,fig07_t1,fig07,RETAIL,업종별 액티브시니어+ 세대 순 결제추정금액* TOP10,TOP10,10,배달,성장률,%,19.5,+19.5%
row_0215b4f5f63fd31d,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,1,NS홈쇼핑,점유율 - 50대,%,25.9,25.9
row_2e4baf2191529f4e,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,1,NS홈쇼핑,점유율 - 60대 이상,%,62.0,62.0
row_fa059f940e78ae36,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,1,NS홈쇼핑,점유율 합계 (50대 이상),%,87.8,87.8%
row_6580d31f8d47dc79,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,2,홈앤쇼핑,점유율 - 50대,%,34.4,34.4
row_6b9b03637d3dca19,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,2,홈앤쇼핑,점유율 - 60대 이상,%,44.2,44.2
row_2c8aeb8c05c98d6b,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,2,홈앤쇼핑,점유율 합계 (50대 이상),%,78.6,78.6%
row_7a6d58f4dc32d72f,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,3,현대홈쇼핑/현대Hmall,점유율 - 50대,%,33.4,33.4
row_3b6879ee50824814,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,3,현대홈쇼핑/현대Hmall,점유율 - 60대 이상,%,43.3,43.3
row_a61606ca25de9412,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,3,현대홈쇼핑/현대Hmall,점유율 합계 (50대 이상),%,76.7,76.7%
row_349e8ffe36084a0c,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,4,CJ온스타일,점유율 - 50대,%,38.9,38.9
row_f3e9741492e7936a,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,4,CJ온스타일,점유율 - 60대 이상,%,37.7,37.7
row_cc0e42a5d6b8a81b,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,4,CJ온스타일,점유율 합계 (50대 이상),%,76.6,76.6%
row_822c406caf32205c,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,5,GS홈쇼핑/GS Shop,점유율 - 50대,%,39.2,39.2
row_d6dc7b1bc641956a,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,5,GS홈쇼핑/GS Shop,점유율 - 60대 이상,%,37.1,37.1
row_c5fee51411e2ba23,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,5,GS홈쇼핑/GS Shop,점유율 합계 (50대 이상),%,76.3,76.3%
row_f4fd6e1a8f84194c,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,6,롯데홈쇼핑,점유율 - 50대,%,35.8,35.8
row_9f037c2fa5b4a1f8,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,6,롯데홈쇼핑,점유율 - 60대 이상,%,38.7,38.7
row_4d383a2086815977,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,6,롯데홈쇼핑,점유율 합계 (50대 이상),%,74.5,74.5%
row_26f4f9af5fee5148,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,7,탑마트,점유율 - 50대,%,30.6,30.6
row_31170f1bfb2e69cf,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,7,탑마트,점유율 - 60대 이상,%,36.6,36.6
row_c18d9e7be70bbe80,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,7,탑마트,점유율 합계 (50대 이상),%,67.3,67.3%
row_74b8c2648015b409,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,8,농협하나로마트,점유율 - 50대,%,30.2,30.2
row_3de9a942951f576c,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,8,농협하나로마트,점유율 - 60대 이상,%,33.6,33.6
row_faac440a5efe875e,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,8,농협하나로마트,점유율 합계 (50대 이상),%,63.8,63.8%
row_8102b1b3ff299150,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,9,롯데하이마트,점유율 - 50대,%,27.2,27.2
row_e046729fefda5b1b,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,9,롯데하이마트,점유율 - 60대 이상,%,33.8,33.8
row_e756eb91591560e1,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,9,롯데하이마트,점유율 합계 (50대 이상),%,61.0,61.0%
row_da65cb59d8e92b89,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,10,NC백화점/뉴코아아울렛,점유율 - 50대,%,29.2,29.2
row_f28d2136b3787572,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,10,NC백화점/뉴코아아울렛,점유율 - 60대 이상,%,29.6,29.6
row_2c691d5c5852f10e,fig08_t1,fig08,RETAIL,액티브시니어+ 세대 순 결제추정금액 점유율* 순위 TOP10,TOP10,10,NC백화점/뉴코아아울렛,점유율 합계 (50대 이상),%,58.8,58.8%
row_1483b703fc848a37,fig09_t1,fig09,RETAIL,액티브시니어+ 세대 순 결제추정금액 성장률* TOP5,TOP5,1,코스트코,순 결제추정금액 성장률*,%,33.0,33.0
row_bdd53104a47ff2dd,fig09_t1,fig09,RETAIL,액티브시니어+ 세대 순 결제추정금액 성장률* TOP5,TOP5,1,코스트코,세대 비율*,%,53.5,53.5%
row_a6cb070855cd7792,fig09_t1,fig09,RETAIL,액티브시니어+ 세대 순 결제추정금액 성장률* TOP5,TOP5,2,다이소,순 결제추정금액 성장률*,%,21.6,21.6
row_d8c9b87188116a32,fig09_t1,fig09,RETAIL,액티브시니어+ 세대 순 결제추정금액 성장률* TOP5,TOP5,2,다이소,세대 비율*,%,37.6,37.6%
row_708ac10cb6a23dbd,fig09_t1,fig09,RETAIL,액티브시니어+ 세대 순 결제추정금액 성장률* TOP5,TOP5,3,마켓컬리,순 결제추정금액 성장률*,%,21.1,21.1
row_a78f9a2d1f4e9c7a,fig09_t1,fig09,RETAIL,액티브시니어+ 세대 순 결제추정금액 성장률* TOP5,TOP5,3,마켓컬리,세대 비율*,%,30.7,30.7%
row_67be0fb9ed3fc2cd,fig09_t1,fig09,RETAIL,액티브시니어+ 세대 순 결제추정금액 성장률* TOP5,TOP5,4,신세계백화점,순 결제추정금액 성장률*,%,18.6,18.6
row_04bd8a050b36a3d1,fig09_t1,fig09,RETAIL,액티브시니어+ 세대 순 결제추정금액 성장률* TOP5,TOP5,4,신세계백화점,세대 비율*,%,32.2,32.2%
row_f0524f13c6fbe165,fig09_t1,fig09,RETAIL,액티브시니어+ 세대 순 결제추정금액 성장률* TOP5,TOP5,5,쿠팡,순 결제추정금액 성장률*,%,17.0,17.0
row_3117e5a203487c52,fig09_t1,fig09,RETAIL,액티브시니어+ 세대 순 결제추정금액 성장률* TOP5,TOP5,5,쿠팡,세대 비율*,%,34.5,34.5%
row_81a64bbaa2f56ace,fig10_t1,fig10,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,상단 도넛 차트 · 브랜드 5개,1,NS홈쇼핑,액티브시니어+ 세대 비율,%,87.8,87.8%
row_21e823f75722d597,fig10_t1,fig10,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,상단 도넛 차트 · 브랜드 5개,1,NS홈쇼핑,그 외 세대 비율,%,12.2,12.2%
row_923ef83642e0a6d5,fig10_t1,fig10,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,상단 도넛 차트 · 브랜드 5개,2,홈앤쇼핑,액티브시니어+ 세대 비율,%,78.6,78.6%
row_2fa848bcd2c4c533,fig10_t1,fig10,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,상단 도넛 차트 · 브랜드 5개,2,홈앤쇼핑,그 외 세대 비율,%,21.4,21.4%
row_9330fd71934125c4,fig10_t1,fig10,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,상단 도넛 차트 · 브랜드 5개,3,현대홈쇼핑/현대Hmall,액티브시니어+ 세대 비율,%,76.7,76.7%
row_5ef2186acc2a1c63,fig10_t1,fig10,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,상단 도넛 차트 · 브랜드 5개,3,현대홈쇼핑/현대Hmall,그 외 세대 비율,%,23.3,23.3%
row_32b6bf55046f714c,fig10_t1,fig10,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,상단 도넛 차트 · 브랜드 5개,4,CJ온스타일,액티브시니어+ 세대 비율,%,76.6,76.6%
row_16eb4fdc572238d5,fig10_t1,fig10,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,상단 도넛 차트 · 브랜드 5개,4,CJ온스타일,그 외 세대 비율,%,23.4,23.4%
row_b69746ddbdd65994,fig10_t1,fig10,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,상단 도넛 차트 · 브랜드 5개,5,GS홈쇼핑/GS Shop,액티브시니어+ 세대 비율,%,76.3,76.3%
row_b81f7b53cdb3acad,fig10_t1,fig10,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,상단 도넛 차트 · 브랜드 5개,5,GS홈쇼핑/GS Shop,그 외 세대 비율,%,23.7,23.7%
row_8496758e06f864e3,fig10_t2,fig10,RETAIL,액티브시니어+ 세대 1인당 평균 결제금액*,하단 막대 차트 · 브랜드 5개,1,CJ온스타일,액티브시니어+ 세대 1인당 평균 결제금액,만 원,30.6,30.6만 원
row_0b6348e412e76854,fig10_t2,fig10,RETAIL,액티브시니어+ 세대 1인당 평균 결제금액*,하단 막대 차트 · 브랜드 5개,2,현대홈쇼핑/현대Hmallord,액티브시니어+ 세대 1인당 평균 결제금액,만 원,20.8,20.8만 원
row_5c1392006c04bd33,fig10_t2,fig10,RETAIL,액티브시니어+ 세대 1인당 평균 결제금액*,하단 막대 차트 · 브랜드 5개,3,GS홈쇼핑/GS Shop,액티브시니어+ 세대 1인당 평균 결제금액,만 원,20.0,20.0만 원
row_cae418006be5eb3b,fig10_t2,fig10,RETAIL,액티브시니어+ 세대 1인당 평균 결제금액*,하단 막대 차트 · 브랜드 5개,4,홈앤쇼핑,액티브시니어+ 세대 1인당 평균 결제금액,만 원,18.1,18.1만 원
row_0b69b022305b5b4f,fig10_t2,fig10,RETAIL,액티브시니어+ 세대 1인당 평균 결제금액*,하단 막대 차트 · 브랜드 5개,5,NS홈쇼핑,액티브시니어+ 세대 1인당 평균 결제금액,만 원,13.1,13.1만 원
row_4762727e06bcd0f8,fig11_t1,fig11,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,도넛 차트 3개 (좌→우),1,탑마트,액티브시니어+ 세대 비율,%,67.3,67.3%
row_60f53ec502ac1549,fig11_t1,fig11,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,도넛 차트 3개 (좌→우),1,탑마트,그 외 세대 비율,%,32.7,32.7%
row_a88f376db891669d,fig11_t1,fig11,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,도넛 차트 3개 (좌→우),2,농협하나로마트,액티브시니어+ 세대 비율,%,63.8,63.8%
row_b6bd3099059f55cb,fig11_t1,fig11,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,도넛 차트 3개 (좌→우),2,농협하나로마트,그 외 세대 비율,%,36.2,36.2%
row_b359e64d4938dbd5,fig11_t1,fig11,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,도넛 차트 3개 (좌→우),3,코스트코,액티브시니어+ 세대 비율,%,53.5,53.5%
row_7d632fd1863109b4,fig11_t1,fig11,RETAIL,액티브시니어+ 세대 순 결제추정금액 비율*,도넛 차트 3개 (좌→우),3,코스트코,그 외 세대 비율,%,46.5,46.5%
row_c6cdc5506ea7088b,fig11_t2,fig11,RETAIL,액티브시니어+ 세대 1인당 평균 결제금액*,막대 차트 3개 (좌→우),1,코스트코,1인당 평균 결제금액,만 원,35.7,35.7만 원
row_6331a234b1bcb997,fig11_t2,fig11,RETAIL,액티브시니어+ 세대 1인당 평균 결제금액*,막대 차트 3개 (좌→우),2,농협하나로마트,1인당 평균 결제금액,만 원,11.5,11.5만 원
row_a0ffeacc3b270315,fig11_t2,fig11,RETAIL,액티브시니어+ 세대 1인당 평균 결제금액*,막대 차트 3개 (좌→우),3,탑마트,1인당 평균 결제금액,만 원,11.4,11.4만 원
