worker,wtg,run_dir,run_ts,observation_id,in_mart,sealed,prior_archetype,prior_business_domain,prior_mapping_status,prior_endpoint_signal_type,prior_region_signal_type,prior_service,prior_url,has_l0c,ax_bytes,css_bytes,dom_parse_ok,dom_bytes,dom_title,dom_element_n,dom_body_element_n,dom_interactive_n,dom_a_href_n,dom_button_n,dom_input_n,dom_role_n,dom_aria_label_n,dom_script_n,dom_body_text_len,dom_body_empty,probe_present,probe_bytes,probe_version,probe_collected_at,probe_url,probe_final_url,probe_title,probe_lang,probe_scroll_height,probe_layout_width,body_scroll_locked,modal_overlay_n,dismiss_control_n,search_inputs_n,declared_regions_n,declared_endpoints_n,article_present,motion_animated_n,gate_password_input_n,gate_captcha_iframe_n,gate_visible_text_len,n_primary_action_candidates,cap_primary_action_candidates,n_accessible_name_sources,cap_accessible_name_sources,n_target_size,cap_target_size,n_contrast,cap_contrast,cap_any,cap_count,cap_motion_animated_60,cap_body_text_4000
w02,ff3ee504792f6cfc,e001_full-wtg_ff3ee504792f6cfc-2026-08-27T051918096922Z,2026-08-27T051918096922Z,,0,0,QUERY,PORTAL_SEARCH,CANDIDATE,FORM_STRUCTURE,DOM_AX_ROLE,삼성 인터넷 브라우저,https://www.samsung.com/sec/apps/samsung-browser/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w02,ff3ee504792f6cfc,e001_full-wtg_ff3ee504792f6cfc-2026-08-27T052004684632Z,2026-08-27T052004684632Z,,0,0,QUERY,PORTAL_SEARCH,CANDIDATE,FORM_STRUCTURE,DOM_AX_ROLE,삼성 인터넷 브라우저,https://www.samsung.com/sec/apps/samsung-browser/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w03,0ee385d0c964e560,e001_full-wtg_0ee385d0c964e560-2026-08-27T052001613003Z,2026-08-27T052001613003Z,08efe1f76321b8f079a32b7849b9aee3,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,홈플러스,https://mfront.homeplus.co.kr/,1,190012,800312,1,52895,홈플러스 :: 당일배송 온라인 마트 장보기,728,666,96,62,30,3,13,32,18,6110,0,1,509927,pc-fixture-1,2026-08-27T05:20:05.253Z,https://mfront.homeplus.co.kr/,https://mfront.homeplus.co.kr/,홈플러스 :: 당일배송 온라인 마트 장보기,ko,4969,390,1,11,11,0,0,0,42,3,0,0,1252,188,0,260,0,188,0,400,1,1,1,0,0
w03,0f3bdb2bd0bb891e,e001_full-wtg_0f3bdb2bd0bb891e-2026-08-27T052428749107Z,2026-08-27T052428749107Z,c1f91d326831821ca8478001f6a43872,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,탑마트,https://www.seowon.com/,1,67838,309419,1,47760,ììì íµ,615,590,104,89,13,0,31,11,8,4687,0,1,171408,pc-fixture-1,2026-08-27T05:24:38.233Z,https://www.seowon.com/,https://www.seowon.com/,서원유통,ko,2834,390,0,12,12,0,0,0,0,1,0,0,1758,41,0,145,0,43,0,105,0,0,0,0,0
w03,2cd43b99c1ed87cf,e001_full-wtg_2cd43b99c1ed87cf-2026-08-27T051633333382Z,2026-08-27T051633333382Z,,0,0,UTILITY_ENTRY,UTILITY_OTHER,CANDIDATE,DOM_AX_ROLE,CODEBOOK_PENDING,삼성 노트,https://www.samsung.com/sec/apps/samsung-notes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w03,2cd43b99c1ed87cf,e001_full-wtg_2cd43b99c1ed87cf-2026-08-27T051719827731Z,2026-08-27T051719827731Z,,0,0,UTILITY_ENTRY,UTILITY_OTHER,CANDIDATE,DOM_AX_ROLE,CODEBOOK_PENDING,삼성 노트,https://www.samsung.com/sec/apps/samsung-notes/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w03,35319a420294ee17,e001_full-wtg_35319a420294ee17-2026-08-27T051947549087Z,2026-08-27T051947549087Z,5b96caa0d265bc1d4f4a39676a583825,1,1,FINANCIAL_ACTION_ENTRY,FINANCE_PAYMENT,CANDIDATE,DOM_AX_ROLE,DOM_AX_ROLE,토스,https://toss.im/,1,101807,797193,1,155633,토스,1570,1523,42,23,19,0,7,11,23,37380,0,1,196683,pc-fixture-1,2026-08-27T05:19:54.557Z,https://toss.im/,https://toss.im/,토스,ko-kr,21041,390,0,12,12,0,0,0,0,7,0,0,2512,32,0,93,0,32,0,189,0,0,0,0,0
w03,517b8047eb5be716,e001_full-wtg_517b8047eb5be716-2026-08-27T052347442544Z,2026-08-27T052347442544Z,ca14be534d2cf67c5de89912f5336a17,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,농협하나로마트,https://www.nhhanaro.co.kr/,1,19190,55700,1,8626,농협모바일,118,105,28,28,0,0,0,0,7,361,0,1,44432,pc-fixture-1,2026-08-27T05:23:51.512Z,https://www.nhhanaro.co.kr/mbshome/mbs/nahh007/index.do,https://www.nhhanaro.co.kr/mbshome/mbs/nahh007/index.do,농협모바일,ko,892,390,0,6,6,0,0,0,0,0,0,0,48,19,0,46,0,19,0,8,0,0,0,0,0
w03,5ede56738376a8c5,e001_full-wtg_5ede56738376a8c5-2026-08-27T051555247726Z,2026-08-27T051555247726Z,7cd83a1ad79cddcb0de40f71cf319a85,1,1,COMMUNICATION_ENTRY,SOCIAL_COMMUNICATION,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,Instagram,https://www.instagram.com/,1,24515,105831,1,640321,Instagram,373,204,6,2,3,0,6,4,94,465147,0,1,21963,pc-fixture-1,2026-08-27T05:15:58.346Z,https://www.instagram.com/,https://www.instagram.com/,Instagram,ko,913,390,0,6,6,0,0,0,1,3,0,0,535,5,0,10,0,5,0,11,0,0,0,0,0
w03,888d37f34b5d3aaa,e001_full-wtg_888d37f34b5d3aaa-2026-08-27T052012699280Z,2026-08-27T052012699280Z,8e5b634eafffe38c5e8105b29c23f82d,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,롯데홈쇼핑,https://www.lottehomeshopping.com/user/main/index.lotte,1,50749,252309,1,40259,LOTTE Homeshopping,498,478,141,127,0,14,0,0,17,5250,0,1,147472,pc-fixture-1,2026-08-27T05:20:29.920Z,https://www.lottehomeshopping.com/user/main/index.lotte,https://www.lottehomeshopping.com/user/main/index.lotte,LOTTE Homeshopping,ko,1060,390,0,6,6,0,0,0,0,0,0,0,1218,40,0,144,0,40,0,72,0,0,0,0,0
w03,8fd5d30f8b1d707b,e001_full-wtg_8fd5d30f8b1d707b-2026-08-27T051524503998Z,2026-08-27T051524503998Z,cd955f4d5cf0ab69d409061c42ed02cf,1,1,FINANCIAL_ACTION_ENTRY,FINANCE_PAYMENT,CANDIDATE,DOM_AX_ROLE,DOM_AX_ROLE,하나은행,https://banking.hanabank.com/,1,40650,275867,1,1210955,íëìí:ëª¨ë°ì¼webë±í¹,567,533,93,89,3,1,3,2,23,26078,0,1,148319,pc-fixture-1,2026-08-27T05:15:31.069Z,https://m.kebhana.com/,https://m.kebhana.com/,하나은행:모바일web뱅킹,ko,2013,390,0,12,12,0,0,0,0,0,0,0,744,40,0,136,0,40,0,78,0,0,0,0,0
w03,95967b50683649f2,e001_full-wtg_95967b50683649f2-2026-08-27T051806340380Z,2026-08-27T051806340380Z,bd2af5f2a0b5a346827b67410dc1e9c0,1,1,FINANCIAL_ACTION_ENTRY,FINANCE_PAYMENT,CANDIDATE,DOM_AX_ROLE,DOM_AX_ROLE,NH스마트뱅킹,https://banking.nonghyup.com/nhbank.html,1,371,3,1,1657,농협 개인모바일,11,0,0,0,0,0,0,0,6,0,1,1,76090,pc-fixture-1,2026-08-27T05:18:10.403Z,https://m.nonghyup.com/servlet/PMMNP0001R.view,https://m.nonghyup.com/servlet/PMMNP0001R.view,NH농협 인터넷뱅킹,ko,844,390,0,15,15,0,0,0,0,0,0,0,146,24,0,67,0,24,0,26,0,0,0,0,0
w03,a215c45b2cc585ca,e001_full-wtg_a215c45b2cc585ca-2026-08-27T051541867878Z,2026-08-27T051541867878Z,e1427608966cc0638cb3ad44607d1fe5,1,1,UTILITY_ENTRY,UTILITY_OTHER,CANDIDATE,DOM_AX_ROLE,CODEBOOK_PENDING,에이닷 전화,https://a.sktelecom.com/,0,29166,74162,1,10597,"나만의 AI 개인비서, 에이닷",159,136,8,8,0,0,0,4,6,1584,0,1,42345,pc-fixture-1,2026-08-27T05:15:46.049Z,https://a.sktelecom.com/,https://a.sktelecom.com/,"나만의 AI 개인비서, 에이닷",ko,5790,390,0,2,2,0,0,0,1,4,0,0,723,3,0,8,0,3,0,63,0,0,0,0,0
w03,c5285b96b598a08b,e001_full-wtg_c5285b96b598a08b-2026-08-27T051548001919Z,2026-08-27T051548001919Z,12158b645bfa072640414a4f8ea5d66e,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,배달의민족,https://baemin.com/,1,35300,131339,1,46561,배달의민족 - 배달팁 무료 배민클럽,285,251,23,12,11,0,0,4,15,10630,0,1,73334,pc-fixture-1,2026-08-27T05:15:51.918Z,https://baemin.com/,https://baemin.com/,배달의민족 - 배달팁 무료 배민클럽,en,844,390,1,3,3,0,0,0,1,2,0,0,907,14,0,41,0,14,0,59,0,0,0,0,0
w03,dd5061eb74e2d4d4,e001_full-wtg_dd5061eb74e2d4d4-2026-08-27T051814381396Z,2026-08-27T051814381396Z,,0,0,FINANCIAL_ACTION_ENTRY,FINANCE_PAYMENT,CANDIDATE,DOM_AX_ROLE,DOM_AX_ROLE,삼성 월렛,https://www.samsung.com/sec/apps/samsung-wallet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w03,dd5061eb74e2d4d4,e001_full-wtg_dd5061eb74e2d4d4-2026-08-27T051901043748Z,2026-08-27T051901043748Z,,0,0,FINANCIAL_ACTION_ENTRY,FINANCE_PAYMENT,CANDIDATE,DOM_AX_ROLE,DOM_AX_ROLE,삼성 월렛,https://www.samsung.com/sec/apps/samsung-wallet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w03,e296af221a5f7128,e001_full-wtg_e296af221a5f7128-2026-08-27T051610954078Z,2026-08-27T051610954078Z,4527fc528e92ba320f693940a4d181b9,1,1,FINANCIAL_ACTION_ENTRY,FINANCE_PAYMENT,CANDIDATE,DOM_AX_ROLE,DOM_AX_ROLE,KB스타뱅킹,https://omoney.kbstar.com/quics?page=C021616,1,60996,289397,1,54923,이용안내 ( 스마트금융서비스 | KB스타뱅킹 | 이용안내 ),595,546,137,115,3,17,2,0,34,11959,0,1,176495,pc-fixture-1,2026-08-27T05:16:14.654Z,https://omoney.kbstar.com/quics?page=C021616#loading,https://omoney.kbstar.com/quics?page=C021616#loading,이용안내 ( 스마트금융서비스 | KB스타뱅킹 | 이용안내 ),ko,2121,980,0,17,17,0,0,0,0,0,0,0,965,49,0,145,0,49,0,82,0,0,0,0,0
w03,ed7b9bea21def8f8,e001_full-wtg_ed7b9bea21def8f8-2026-08-27T051620501534Z,2026-08-27T051620501534Z,90a3f404f3934105c3728a2ee6dffcd4,1,1,UTILITY_ENTRY,UTILITY_OTHER,CANDIDATE,DOM_AX_ROLE,CODEBOOK_PENDING,내 파일,https://www.samsungsvc.co.kr/solution/164886,1,98074,336588,1,435456,"[ì¼ì± ì¤ë§í¸í°] ê°¤ë­ì, ë´ íì¼ ì± ì¬ì© ë°©ë² ìë´(íì¼ ë° í´ë ì°¾ê¸°, ë³µì¬, ì´ë, ì­ì )",707,644,146,126,17,3,16,0,24,400477,0,1,234001,pc-fixture-1,2026-08-27T05:16:27.962Z,https://www.samsungsvc.co.kr/solution/164886,https://www.samsungsvc.co.kr/solution/164886,"[삼성 스마트폰] 갤럭시, 내 파일 앱 사용 방법 안내(파일 및 폴더 찾기, 복사, 이동, 삭제)",ko,11234,390,0,13,13,0,0,0,0,1,0,0,3036,61,0,165,0,63,0,158,0,0,0,0,0
w03,efda6e0b8457d63c,e001_full-wtg_efda6e0b8457d63c-2026-08-27T051559666954Z,2026-08-27T051559666954Z,62a6d162da96601df7cb4b3d7a7dfa1c,1,1,PLACE_LOOKUP,MAP_MOBILITY,CANDIDATE,FORM_STRUCTURE,DOM_AX_ROLE,네이버지도,https://www.navercorp.com/service/map,1,91536,472000,1,84404,지도 l NAVER Corp.,960,896,216,185,22,1,8,10,14,8405,0,1,280858,pc-fixture-1,2026-08-27T05:16:05.007Z,https://www.navercorp.com/service/map,https://www.navercorp.com/service/map,지도 l NAVER Corp.,ko,8711,390,0,19,19,0,0,0,0,0,0,0,2030,74,0,251,0,75,0,143,0,0,0,0,0
w04,24e6654bfd1ab85b,e001_full-wtg_24e6654bfd1ab85b-2026-08-27T051911281696Z,2026-08-27T051911281696Z,3fd7812f9fcd0bfe4d52db57870990e0,1,1,CONTENT_OPEN,CONTENT_VIDEO,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,YouTube,https://m.youtube.com/,1,7046,99423,1,466333,YouTube,216,190,13,0,6,1,17,11,24,435331,0,1,28594,pc-fixture-1,2026-08-27T05:19:14.567Z,https://m.youtube.com/,https://m.youtube.com/,YouTube,ko-KR,844,390,0,9,9,1,0,0,0,2,0,0,78,8,0,15,0,8,0,5,0,0,0,0,0
w04,46e5a43370f75308,e001_full-wtg_46e5a43370f75308-2026-08-27T051542990241Z,2026-08-27T051542990241Z,dec9f65686074aa3540f1133649f594f,1,1,COMMUNICATION_ENTRY,SOCIAL_COMMUNICATION,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,당근,https://www.daangn.com/kr/,1,71678,348029,1,151691,당신 근처의 당근,721,665,74,68,5,1,1,12,24,17929,0,1,174407,pc-fixture-1,2026-08-27T05:15:48.376Z,https://www.daangn.com/kr/,https://www.daangn.com/kr/,당신 근처의 당근,ko-KR,3469,390,0,3,3,1,0,0,0,0,0,0,951,71,0,84,0,72,0,129,0,0,0,0,0
w04,49a5eca8b58f7270,e001_full-wtg_49a5eca8b58f7270-2026-08-27T051532092010Z,2026-08-27T051532092010Z,73cc6defeda190331a5789b458b17578,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,11번가,https://www.11st.co.kr/,1,1113,70021,1,16653,11번가 모바일,176,134,23,5,17,1,9,1,15,1156,0,1,427615,pc-fixture-1,2026-08-27T05:15:36.032Z,http://m.11st.co.kr/page/main/home,http://m.11st.co.kr/page/main/home,11번가 - 모바일,ko,2218,390,0,20,20,0,0,0,1,60,0,0,3444,138,0,300,1,138,0,260,0,1,1,1,0
w04,51484a735cdb487b,e001_full-wtg_51484a735cdb487b-2026-08-27T052231789159Z,2026-08-27T052231789159Z,fe4869d78ce4af45bbe4eef640522d52,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,컴포즈커피,https://composecoffee.com/,0,3806,24114,1,8174,컴포즈커피,101,46,8,3,4,1,1,2,18,601,0,1,16204,pc-fixture-1,2026-08-27T05:22:35.690Z,https://composecoffee.com/,https://composecoffee.com/,컴포즈커피,ko,844,390,0,4,4,0,0,0,0,0,0,0,49,3,0,11,0,3,0,5,0,0,0,0,0
w04,7f6f1aa6dd218d4d,e001_full-wtg_7f6f1aa6dd218d4d-2026-08-27T052339082037Z,2026-08-27T052339082037Z,69c77cbd03fd98f0835c4552c81a6e78,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,이마트,https://store.emart.com/,1,7194,794267,1,139465,"이마트 : 매장쇼핑 전 필수, 이마트",2223,2177,345,233,112,0,0,12,33,5998,0,1,637767,pc-fixture-1,2026-08-27T05:23:45.365Z,https://eapp.emart.com/main/main.do,https://eapp.emart.com/main/main.do,"이마트 : 매장쇼핑 전 필수, 이마트",ko,844,390,1,11,11,0,0,0,15,1,0,0,3986,200,1,300,1,300,1,400,1,1,4,0,0
w04,88cb7f1e54f26500,e001_full-wtg_88cb7f1e54f26500-2026-08-27T052737415965Z,2026-08-27T052737415965Z,ba31bc6ece7073097c42a7bb788321b9,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,롯데마트,https://lottemartzetta.com/,1,1183708,791108,1,2173506,롯데마트 제타ㅣ온라인 신선 장보기 몰,13642,13576,928,659,268,1,335,221,24,434906,0,1,589756,pc-fixture-1,2026-08-27T05:27:46.823Z,https://lottemartzetta.com/,https://lottemartzetta.com/,롯데마트 제타ㅣ온라인 신선 장보기 몰,ko-KR,14137,390,0,2,2,1,0,0,0,0,0,0,4000,200,1,300,1,300,1,400,1,1,4,0,1
w04,95e22b9aff7196b3,e001_full-wtg_95e22b9aff7196b3-2026-08-27T052750064924Z,2026-08-27T052750064924Z,02b4c4a78d5f06a7c7b8a04c5f2b5213,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,NS홈쇼핑,https://www.nsmall.com/,1,534597,794589,1,324712,NS홈쇼핑- 건강한 아이디어,2793,2664,265,253,12,0,53,54,42,13921,0,1,505236,pc-fixture-1,2026-08-27T05:27:58.964Z,https://m.nsmall.com/store/atypical/home,https://m.nsmall.com/store/atypical/home,NS홈쇼핑- 건강한 아이디어,ko,25806,390,1,6,6,0,0,0,0,1,0,0,4000,172,0,300,1,172,0,400,1,1,2,0,1
w04,bbdefa2950f49882,e001_full-wtg_bbdefa2950f49882-2026-08-27T052227951656Z,2026-08-27T052227951656Z,6d3d8552dd778770d684c600298370fe,1,1,QUERY,PORTAL_SEARCH,CANDIDATE,FORM_STRUCTURE,DOM_AX_ROLE,Google,https://www.google.com/?hl=ko,1,14809,181511,1,247090,Google,371,348,45,19,9,7,55,17,20,118439,0,1,55109,pc-fixture-1,2026-08-27T05:22:31.042Z,https://www.google.com/?hl=ko,https://www.google.com/?hl=ko,Google,ko,879,390,0,15,15,1,0,2,0,0,0,0,63,15,0,41,0,16,0,11,0,0,0,0,0
w04,ccb9754c97fa7341,e001_full-wtg_ccb9754c97fa7341-2026-08-27T052409538843Z,2026-08-27T052409538843Z,d1266c2d142d2487d6c946860befe7d1,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,현대백화점,https://thehyundaiseoul.ehyundai.com/,1,91334,295025,1,149732,THE HYUNDAI SEOUL | 더현대 서울,603,557,103,32,71,0,6,42,31,29777,0,1,209306,pc-fixture-1,2026-08-27T05:24:17.649Z,https://thehyundaiseoul.ehyundai.com/,https://thehyundaiseoul.ehyundai.com/,THE HYUNDAI SEOUL | 더현대 서울,ko,5094,390,0,5,5,0,0,0,0,2,0,0,1280,96,0,133,0,96,0,100,0,0,0,0,0
w04,d5ae5426eac23877,e001_full-wtg_d5ae5426eac23877-2026-08-27T052302742466Z,2026-08-27T052302742466Z,89146aa39a5c3f02ebdd9f69ebbd4486,1,1,FINANCIAL_ACTION_ENTRY,FINANCE_PAYMENT,CANDIDATE,DOM_AX_ROLE,DOM_AX_ROLE,모니모,https://www.monimo.com/,1,3445,11951,1,20481,모니모 - monimo,144,23,1,0,1,0,1,2,8,827,0,1,66650,pc-fixture-1,2026-08-27T05:23:04.892Z,https://www.monimo.com/monimo/homepage/main/PGIFPCCHomepageMainIndex001,https://www.monimo.com/monimo/homepage/main/PGIFPCCHomepageMainIndex001,모니모 - monimo,ko,7332,390,0,5,5,0,0,0,0,15,0,0,862,11,0,25,0,11,0,68,0,0,0,0,0
w04,e67be79550661604,e001_full-wtg_e67be79550661604-2026-08-27T052317699723Z,2026-08-27T052317699723Z,d0e57e46c6df02aa27a2893db31d85c6,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,CU,https://cu.bgfretail.com/,1,143679,443742,1,97776,CU브랜드 모바일,873,848,135,114,0,5,15,15,18,9415,0,1,282788,pc-fixture-1,2026-08-27T05:23:26.970Z,https://cu.bgfretail.com/,https://cu.bgfretail.com/,CU브랜드 모바일,ko,4297,390,0,9,9,0,0,0,0,1,0,0,1628,100,0,201,0,104,0,171,0,0,0,0,0
w04,f322b894ee95c181,e001_full-wtg_f322b894ee95c181-2026-08-27T051859903516Z,2026-08-27T051859903516Z,9632c315136c647d651c7933ef5ce209,1,1,PLACE_LOOKUP,MAP_MOBILITY,CANDIDATE,FORM_STRUCTURE,DOM_AX_ROLE,카카오맵,https://m.map.kakao.com/,1,16493,204711,1,55819,카카오맵,412,386,67,43,22,2,5,0,13,3899,0,1,75733,pc-fixture-1,2026-08-27T05:19:03.046Z,https://m.map.kakao.com/,https://m.map.kakao.com/,카카오맵,ko,844,390,1,10,10,1,0,0,1,4,0,0,209,12,0,91,0,13,0,21,0,0,0,0,0
w04,f9fbd771ffcdbd42,e001_full-wtg_f9fbd771ffcdbd42-2026-08-27T052359250628Z,2026-08-27T052359250628Z,1eefe03ba28fc62e02a18fd4b30f090e,1,1,ITEM_DETAIL,SHOPPING_COMMERCE,CANDIDATE,URL_PATTERN,DOM_AX_ROLE,G마켓,,1,34012,313341,1,643058,G마켓 - 지금부터의 마켓,423,332,35,29,6,0,5,2,32,371849,0,1,70834,pc-fixture-1,2026-08-27T05:24:03.721Z,https://m.gmarket.co.kr/,https://m.gmarket.co.kr/,G마켓 - 지금부터의 마켓,ko,1560,390,0,4,4,0,0,0,0,2,0,0,477,33,0,41,0,33,0,38,0,0,0,0,0
w04,fb3d1841dddfd982,e001_full-wtg_fb3d1841dddfd982-2026-08-27T052309990475Z,2026-08-27T052309990475Z,c2e1baae1578361765af1810431815b0,1,1,FINANCIAL_ACTION_ENTRY,FINANCE_PAYMENT,CANDIDATE,DOM_AX_ROLE,DOM_AX_ROLE,NH콕뱅크,https://banking.nonghyup.com/nhbank.html,1,371,3,1,1657,농협 개인모바일,11,0,0,0,0,0,0,0,6,0,1,1,76090,pc-fixture-1,2026-08-27T05:23:13.306Z,https://m.nonghyup.com/servlet/PMMNP0001R.view,https://m.nonghyup.com/servlet/PMMNP0001R.view,NH농협 인터넷뱅킹,ko,844,390,0,15,15,0,0,0,0,0,0,0,146,24,0,67,0,24,0,26,0,0,0,0,0
