task_id,canonical_service_key,service_name_canonical,panel_domain,web_target_id,web_target_url,business_domain,interaction_archetype,primary_function_name,endpoint_definition,endpoint_signal_type,region_definition,region_signal_type,mapping_basis,mapping_status,mapping_ai_review_status,human_final_required,mapping_note,freeze_blocked_reason,_status,_base_sha,_shadow_lane,_created_before_p0_close,_authoritative,_real_target_outcome_used,_real_target_measurement,_requires_post_p0_reconciliation
task_shadow_youtube,youtube,YouTube,APP,wtg_24e6654bfd1ab85b,https://m.youtube.com/,CONTENT_VIDEO,CONTENT_OPEN,콘텐츠 1건 열기,기사 본문이 열린 순간,URL_PATTERN,개별 콘텐츠(기사·영상) 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '동영상 플랫폼' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_baemin,baemin,배달의민족,RETAIL,wtg_c5285b96b598a08b,https://baemin.com/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '배달 주문' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_cj_onstyle,cj_onstyle,CJ온스타일,RETAIL,wtg_4feab7e61bf642e8,https://display.cjonstyle.com/nfront/search/searchAllList/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '홈쇼핑' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_compose_coffee,compose_coffee,컴포즈커피,RETAIL,wtg_51484a735cdb487b,https://composecoffee.com/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '브랜드 자사몰·주문' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_costco,costco,코스트코,RETAIL,wtg_22ffba7a86ea9919,https://www.costco.co.kr/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '오프라인 점포 브랜드·상품 탐색' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_coupang_eats,coupang_eats,쿠팡이츠,RETAIL,wtg_054d78ed187cdd9f,https://www.coupangeats.com/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '배달 주문' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_coupang_retail,coupang_retail,쿠팡,RETAIL,wtg_5b8c59f6fd9839f7,,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,AMBIGUOUS_UNRESOLVED,NOT_REVIEWED,0,web_eligibility_status = UNDETERMINED_URL_EVIDENCE 이므로 대표 task 를 확정할 수 없다. 적격성이 확정되면 재판정한다. 배제가 아니다.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_cu,cu,CU,RETAIL,wtg_e67be79550661604,https://cu.bgfretail.com/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '편의점 브랜드' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_daiso,daiso,다이소,RETAIL,wtg_377983572bd38242,https://www.daiso.co.kr/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '오프라인 점포 브랜드' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_emart,emart,이마트,RETAIL,wtg_7f6f1aa6dd218d4d,https://store.emart.com/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '종합몰' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_emart24,emart24,emart24,RETAIL,wtg_be1e6feb78e5ef03,https://emart24.co.kr/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '편의점 브랜드' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_gmarket_auction,gmarket_auction,G마켓/옥션,RETAIL,wtg_f9fbd771ffcdbd42,,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,AMBIGUOUS_UNRESOLVED,NOT_REVIEWED,1,web_eligibility_status = UNDETERMINED_URL_EVIDENCE 이므로 대표 task 를 확정할 수 없다. 적격성이 확정되면 재판정한다. 배제가 아니다.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_gs25,gs25,GS25,RETAIL,wtg_12e3942c0495b9a4,https://www.gsretail.com/brand/gs25,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '편의점 브랜드' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_gs_homeshopping_gsshop,gs_homeshopping_gsshop,GS홈쇼핑/GS Shop,RETAIL,wtg_e268b0ad5a2d6ece,,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,AMBIGUOUS_UNRESOLVED,NOT_REVIEWED,0,web_eligibility_status = UNDETERMINED_URL_EVIDENCE 이므로 대표 task 를 확정할 수 없다. 적격성이 확정되면 재판정한다. 배제가 아니다.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_home_and_shopping,home_and_shopping,홈앤쇼핑,RETAIL,wtg_5c614fc99631ce5e,https://m.hnsmall.com/main,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '홈쇼핑' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_homeplus,homeplus,홈플러스,RETAIL,wtg_0ee385d0c964e560,https://mfront.homeplus.co.kr/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '종합몰' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_hyundai_department_store,hyundai_department_store,현대백화점,RETAIL,wtg_ccb9754c97fa7341,https://thehyundaiseoul.ehyundai.com/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '백화점' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_hyundai_homeshopping_hmall,hyundai_homeshopping_hmall,현대홈쇼핑/현대Hmall,RETAIL,wtg_353f07b932464b82,https://www.hmall.com/md/dpl/index,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,AMBIGUOUS_UNRESOLVED,NOT_REVIEWED,1,measurement entity 가 slash pair 라 대표 task 의 귀속 브랜드가 하나로 정해지지 않는다.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_kakao_t,kakao_t,카카오T,RETAIL,wtg_ccd84811932b237b,https://www.kakaomobility.com/service-kakaot,MAP_MOBILITY,PLACE_LOOKUP,장소 탐색,장소검색이 제출된 순간,FORM_STRUCTURE,장소검색 입력 control 또는 장소 항목 목록이 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '택시·차량 호출 (BD inclusion 명시)' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_korean_air,korean_air,대한항공,RETAIL,wtg_9b353f64ce509d5a,,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,AMBIGUOUS_UNRESOLVED,NOT_REVIEWED,0,web_eligibility_status = UNDETERMINED_URL_EVIDENCE 이므로 대표 task 를 확정할 수 없다. 적격성이 확정되면 재판정한다. 배제가 아니다.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_lotte_department_store,lotte_department_store,롯데백화점,RETAIL,wtg_dd2cec4c1fa2beec,https://www.lotteon.com:443/p/display/main/ellotte?mall_no=2,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '백화점' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_lotte_himart,lotte_himart,롯데하이마트,RETAIL,wtg_ef06dc942ef3ccc9,https://www.e-himart.co.kr/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '전자기기 종합몰' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_lotte_homeshopping,lotte_homeshopping,롯데홈쇼핑,RETAIL,wtg_888d37f34b5d3aaa,https://www.lottehomeshopping.com/user/main/index.lotte,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '홈쇼핑' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_lotte_mart,lotte_mart,롯데마트,RETAIL,wtg_88cb7f1e54f26500,https://lottemartzetta.com/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '종합몰' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_market_kurly,market_kurly,마켓컬리,RETAIL,wtg_e7bb158c1c8d9fe7,https://www.kurly.com/main,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '식료품 배송' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_mega_coffee,mega_coffee,메가커피,RETAIL,wtg_ea031f85e857140e,https://m.megacoffee.co.kr/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '브랜드 자사몰·주문' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_naver_naverpay,naver_naverpay,네이버/네이버페이,RETAIL,wtg_6d5510a695d0a614,,FINANCE_PAYMENT,FINANCIAL_ACTION_ENTRY,금융기능 진입면 도달,금융기능 진입면이 열린 순간,DOM_AX_ROLE,금융기능 진입 control(조회·이체·인증 진입 등)이 노출,DOM_AX_ROLE,RULE,AMBIGUOUS_UNRESOLVED,NOT_REVIEWED,1,web_eligibility_status = UNDETERMINED_URL_EVIDENCE 이므로 대표 task 를 확정할 수 없다. 적격성이 확정되면 재판정한다. 배제가 아니다.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_nc_dept_newcore_outlet,nc_dept_newcore_outlet,NC백화점/뉴코아아울렛,RETAIL,wtg_7594fc1d91ec9188,,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,AMBIGUOUS_UNRESOLVED,NOT_REVIEWED,0,web_eligibility_status = UNDETERMINED_URL_EVIDENCE 이므로 대표 task 를 확정할 수 없다. 적격성이 확정되면 재판정한다. 배제가 아니다.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_nonghyup_hanaro_mart,nonghyup_hanaro_mart,농협하나로마트,RETAIL,wtg_517b8047eb5be716,https://www.nhhanaro.co.kr/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '종합몰' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_ns_homeshopping,ns_homeshopping,NS홈쇼핑,RETAIL,wtg_95e22b9aff7196b3,https://www.nsmall.com/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '홈쇼핑' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_paris_baguette_pariscroissant,paris_baguette_pariscroissant,파리바게뜨/파리크라상,RETAIL,wtg_8d71ef6dc3fca6b0,,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,AMBIGUOUS_UNRESOLVED,NOT_REVIEWED,0,web_eligibility_status = UNDETERMINED_URL_EVIDENCE 이므로 대표 task 를 확정할 수 없다. 적격성이 확정되면 재판정한다. 배제가 아니다.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_seven_eleven,seven_eleven,세븐일레븐,RETAIL,wtg_8195b68ac17e42a3,https://m.7-eleven.co.kr,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '편의점 브랜드' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_shinsegae_department_store,shinsegae_department_store,신세계백화점,RETAIL,wtg_fdce1294fac3dfdb,https://www.shinsegae.com/index.do,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '백화점' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
task_shadow_top_mart,top_mart,탑마트,RETAIL,wtg_0f3bdb2bd0bb891e,https://www.seowon.com/,SHOPPING_COMMERCE,ITEM_DETAIL,상품 상세 확인,상품 상세와 핵심 상품정보가 보인 순간,URL_PATTERN,개별 상품 항목의 링크·카드가 목록 형태로 노출,DOM_AX_ROLE,RULE,CANDIDATE,NOT_REVIEWED,0,codebook inclusion '종합몰' 에 의한 규칙 판정.,TARGET_TASK_FRAME_FROZEN Gate 는 P0 이후다 (PHASE_GATES §4.1 · A2 규칙 P-1). LANE B 는 candidate 에서 멈춘다.,SHADOW_PREPARATORY,d5f1da5652953542d5c8be377026cc3293f2075a,LANE_B,True,False,False,False,True
